-8.000,1.423,2.309,132.770,26.210,-3948.990,2802.115,
-8.096,1.932,2.653,130.980,27.600,-3985.140,2904.138,
-8.993,2.000,2.999,130.200,24.820,-4001.150,3001.606,
-8.901,1.996,2.776,130.620,26.200,-4007.340,3101.102,
-8.046,2.000,2.271,129.640,23.590,-4020.970,3200.516,
-8.906,2.000,2.974,128.910,25.320,-4024.300,3301.804,
-8.880,2.000,3.007,127.310,22.650,-4034.770,3400.440,
-8.612,2.000,3.000,126.630,25.830,-4037.530,3500.536,
-9.000,2.832,3.000,126.780,25.060,-4041.530,3600.044,
-8.840,2.248,3.168,126.900,24.500,-4043.610,3700.222,
-8.009,2.001,3.000,122.980,24.400,-4063.710,3800.689,
-8.792,2.618,3.003,124.590,24.440,-4073.940,3900.518,
-8.989,2.983,3.001,124.090,25.690,-4083.630,4000.935,
-8.900,2.984,3.000,123.400,22.400,-4089.110,4102.413,
-8.785,3.000,3.000,122.800,23.750,-4098.960,4202.210,
-8.927,2.994,3.026,122.650,23.680,-4101.550,4301.411,
-8.996,3.108,3.232,121.370,21.990,-4098.880,4400.058,
-8.046,2.914,3.441,120.650,23.600,-4116.070,4501.958,
-8.821,3.008,3.053,121.780,23.670,-4122.050,4601.456,
-9.000,3.103,3.220,121.230,22.870,-4127.450,4700.287,
-9.000,3.121,3.334,119.210,24.260,-4122.730,4800.177,
-8.994,3.285,3.692,119.990,21.850,-4129.270,4901.193,
-8.843,3.600,3.868,116.490,19.300,-4140.280,5002.394,
-8.627,3.353,3.884,120.670,21.470,-4080.940,5101.123,
-9.000,3.800,3.563,121.140,22.040,-4091.260,5200.021,
-8.959,3.943,3.862,118.170,21.370,-4122.670,5305.970,
-9.000,3.999,3.984,118.960,23.970,-4080.850,5400.418,
-9.000,4.000,3.921,117.800,22.130,-4125.200,5506.782,
-9.000,4.000,3.991,118.020,20.450,-4152.260,5603.206,
-8.985,4.000,3.998,116.430,22.950,-4163.760,5702.170,
-8.978,4.027,4.000,114.640,21.340,-4171.430,5801.605,
-8.889,4.073,4.000,117.650,20.610,-4164.000,5902.144,
-8.999,4.000,4.000,114.430,19.190,-4166.140,6001.532,
-9.000,4.485,4.000,115.640,22.940,-4162.330,6101.840,
-9.000,4.698,4.000,115.250,20.570,-4160.480,6201.834,
-9.000,4.202,4.000,115.160,21.040,-4158.970,6302.255,
-8.946,4.314,4.000,114.280,20.970,-4160.500,6400.972,
-9.000,4.658,4.154,114.220,21.090,-4151.680,6501.348,
-9.000,4.971,4.031,112.540,20.780,-4149.150,6602.293,
-8.998,4.530,4.010,114.330,21.290,-4151.070,6702.470,
-9.000,4.980,4.133,113.340,21.860,-4151.750,6800.952,
-9.000,5.000,4.000,112.620,19.370,-4141.930,6900.037,
-9.000,4.946,4.026,112.720,18.760,-4152.600,7000.740,
-9.000,4.935,4.817,112.490,20.930,-4147.790,7101.101,
-9.000,5.000,4.012,112.750,22.010,-4148.210,7201.600,
-9.000,5.195,4.716,111.600,20.130,-4145.580,7301.180,
