-72.492729,-0.566010,40.3400,
-73.011467,-0.518738,40.4900,
-73.614555,-0.603088,40.6300,
-74.117317,-0.502762,40.7700,
-74.579918,-0.462601,40.8700,
-74.579918,0.000000,40.9700,
-75.015991,-0.436073,41.0800,
-75.411507,-0.395515,41.1900,
-75.817810,-0.406303,41.2900,
-76.132172,-0.314362,41.3700,
-76.393051,-0.260880,41.4600,
-76.393051,0.000000,41.5400,
-76.682152,-0.289101,41.6000,
-76.964394,-0.282242,41.6700,
-77.206154,-0.241760,41.7400,
-77.435112,-0.228958,41.8100,
-77.597298,-0.162186,41.8700,
-77.597298,0.000000,41.9400,
-77.863152,-0.265854,41.9900,
-78.134445,-0.271294,42.0500,
-78.390221,-0.255775,42.1200,
-78.556206,-0.165985,42.1700,
-78.739632,-0.183426,42.2300,
-78.739632,0.000000,42.2700,
-78.839203,-0.099571,42.3300,
-78.943161,-0.103958,42.3800,
-78.984886,-0.041725,42.4300,
-79.157768,-0.172882,42.4800,
-79.343643,-0.185875,42.5100,
-79.343643,0.000000,42.5600,
-79.387093,-0.043449,42.6100,
-79.553001,-0.165909,42.6300,
-79.645844,-0.092842,42.6900,
-79.739967,-0.094124,42.7400,
-79.851654,-0.111687,42.7900,
-79.851654,0.000000,42.8200,
-80.005219,-0.153564,42.8500,
-80.168137,-0.162918,42.9000,
-80.290550,-0.122414,42.9200,
-80.299644,-0.009094,42.9700,
-80.446060,-0.146416,43.0000,
-80.446060,0.000000,43.0300,
-80.534828,-0.088768,43.0600,
-80.643600,-0.108772,43.1000,
-80.702621,-0.059021,43.1400,
-80.888573,-0.185951,43.1700,
-81.002884,-0.114311,43.2000,
-81.002884,0.000000,43.2400,
-81.045006,-0.042122,43.2600,
-81.054718,-0.009712,43.2800,
-81.193848,-0.139130,43.3300,
-81.264915,-0.071068,43.3500,
-81.348724,-0.083809,43.3900,
-81.348724,0.000000,43.4200,
-81.446419,-0.097694,43.4400,
-81.475662,-0.029243,43.4800,
-81.538696,-0.063034,43.5000,
-81.598381,-0.059685,43.5400,
-81.624298,-0.025917,43.5700,
-81.624298,0.000000,43.5900,
-81.680077,-0.055779,43.6200,
-81.801437,-0.121361,43.6400,
-81.869576,-0.068138,43.6700,
-81.895576,-0.026001,43.7000,
-82.002136,-0.106560,43.7200,
-82.002136,0.000000,43.7300,
-82.021049,-0.018913,43.7600,
-82.108604,-0.087555,43.7900,
-82.133812,-0.025208,43.8100,
-82.183060,-0.049248,43.8400,
-82.211433,-0.028374,43.8600,
-82.211433,0.000000,43.8900,
-82.236771,-0.025337,43.9000,
-82.204933,0.031837,43.9300,
-82.268158,-0.063225,43.9500,
-82.303185,-0.035027,43.9700,
-82.417480,-0.114296,44.0000,
-82.417480,0.000000,44.0200,
-82.390823,0.026657,44.0400,
-82.481316,-0.090492,44.0700,
-82.522507,-0.041191,44.0900,
-82.533684,-0.011177,44.1100,
-82.620224,-0.086540,44.1400,
-82.620224,0.000000,44.1600,
-82.640007,-0.019783,44.1800,
-82.663879,-0.023872,44.1900,
-82.711044,-0.047165,44.2200,
-82.801437,-0.090393,44.2500,
-82.797760,0.003677,44.2700,
-82.797760,0.000000,44.2900,
-82.786987,0.010773,44.3100,
-82.873108,-0.086121,44.3300,
-82.882820,-0.009712,44.3400,
-82.927696,-0.044876,44.3600,
-82.943726,-0.016029,44.3800,
-82.943726,0.000000,44.4000,
-82.920624,0.023102,44.4100,
-83.019066,-0.098442,44.4400,
-83.008125,0.010941,44.4500,
-83.052948,-0.044823,44.4700,
-83.101509,-0.048561,44.4800,
-83.101509,0.000000,44.5000,
-83.160233,-0.058723,44.5200,
-83.196098,-0.035866,44.5200,
