-9.820000,2.018000,3.041000,136.808006,45.515002,-4068.609193,3872.777184,
-9.769000,2.072000,3.039000,136.559006,45.357002,-4069.298193,3872.636184,
-9.775000,2.061000,3.070000,136.781006,45.314002,-4069.632193,3875.315184,
-9.841000,2.033000,3.128000,135.861006,45.212002,-4068.205193,3874.675184,
-9.812000,2.005000,3.144000,136.704006,45.391002,-4068.242193,3874.253184,
-9.544000,2.011000,3.090000,136.217006,45.145002,-4068.136193,3874.232184,
-10.021000,2.181000,3.200000,136.374006,43.956002,-4067.601193,3872.953184,
-9.888000,2.133000,3.076000,136.313006,46.610002,-4070.192193,3874.661184,
-9.602000,2.000000,3.073000,136.445006,46.457002,-4071.669193,3877.549184,
-9.667000,2.015000,3.060000,135.932006,47.235002,-4072.219193,3880.985184,
-9.671000,2.020000,3.079000,136.220006,46.356002,-4073.192193,3881.874184,
-9.667000,2.051000,3.084000,136.410006,46.882002,-4074.419194,3884.804185,
-9.604000,2.000000,3.199000,135.916006,46.284002,-4075.086194,3887.100185,
-9.709000,2.005000,3.127000,135.774006,46.575002,-4075.298194,3888.987185,
-9.714000,2.003000,3.079000,136.522006,46.418002,-4073.129193,3888.872185,
-9.568000,2.080000,3.052000,135.339006,46.495002,-4075.308194,3890.148185,
-9.625000,2.018000,3.119000,135.230006,47.160002,-4077.164194,3894.136185,
-9.764000,2.000000,3.196000,135.392006,46.681002,-4076.837194,3896.018185,
-9.561000,2.002000,3.077000,134.859006,46.193002,-4076.806194,3898.892185,
-9.671000,2.002000,3.073000,135.480006,47.017002,-4074.730194,3898.056185,
-9.685000,2.040000,3.032000,135.748006,46.674002,-4070.860193,3895.228185,
-9.720000,2.045000,3.095000,135.510006,45.677002,-4069.534193,3888.801185,
-9.777000,2.011000,3.101000,135.467006,45.846002,-4067.335193,3885.028185,
-9.735000,2.010000,3.133000,135.270006,45.999002,-4066.855193,3882.585184,
-9.546000,2.027000,3.070000,135.115006,47.121002,-4067.458193,3881.954184,
-9.177000,1.946000,3.107000,134.953006,44.571002,-4067.214193,3880.870184,
-9.667000,2.016000,3.144000,134.853006,44.003002,-4068.637193,3880.057184,
-9.927000,2.044000,3.181000,134.231006,44.594002,-4070.105193,3883.239184,
-9.642000,2.070000,3.122000,134.584006,45.243002,-4070.786193,3883.594184,
-9.550000,2.035000,3.028000,134.836006,45.645002,-4073.445193,3887.690185,
-9.861000,2.004000,3.173000,134.961006,45.476002,-4072.832193,3889.995185,
-9.780000,2.002000,3.133000,134.280006,45.154002,-4072.130193,3889.217185,
-9.859000,2.092000,3.115000,134.671006,45.074002,-4073.227193,3890.711185,
-9.750000,2.065000,3.066000,133.981006,45.358002,-4074.603194,3893.414185,
-9.907000,2.023000,3.060000,134.565006,45.341002,-4075.264194,3896.000185,
-9.926000,2.022000,3.127000,134.435006,45.057002,-4073.908194,3896.824185,
-9.724000,2.001000,3.060000,134.140006,44.832002,-4074.046194,3896.862185,
-9.782000,2.044000,3.078000,134.497006,44.999002,-4073.855193,3898.510185,
-9.812000,2.016000,3.017000,134.317006,45.356002,-4071.704193,3895.129185,
-9.868000,2.005000,3.097000,134.073006,44.542002,-4074.007194,3897.321185,
-9.805000,2.020000,3.130000,133.683006,45.309002,-4073.105193,3897.907185,
-9.835000,2.022000,3.099000,133.994006,45.065002,-4071.778193,3897.462185,
-9.938000,2.000000,3.051000,134.102006,44.846002,-4070.237193,3895.024185,
-9.857000,2.000000,3.013000,134.502006,44.876002,-4072.310193,3896.807185,
-9.911000,2.040000,3.040000,133.610006,44.974002,-4071.992193,3896.389185,
-9.850000,2.001000,3.069000,133.649006,44.858002,-4074.610194,3899.642185,
-9.830000,2.015000,3.043000,133.465006,44.771002,-4074.333194,3901.278185,
-9.595000,1.998000,3.055000,133.376006,44.392002,-4074.455194,3902.919185,
-9.932000,2.016000,3.099000,133.210006,44.092002,-4072.892193,3901.065185,
-9.936000,2.015000,3.066000,134.206006,44.674002,-4070.976193,3899.313185,
-9.891000,2.002000,3.210000,133.465006,44.720002,-4073.044193,3898.270185,
-9.847000,2.024000,3.117000,133.738006,45.175002,-4073.322193,3900.400185,
-9.490000,1.910000,3.102000,133.672006,44.277002,-4072.003193,3899.068185,
-10.018000,2.053000,3.056000,133.384006,44.291002,-4073.382193,3899.776185,
-9.742000,2.129000,3.098000,133.461006,44.753002,-4075.424194,3903.133185,
-9.884000,2.032000,3.010000,133.301006,45.354002,-4076.047194,3905.807186,
-9.693000,2.000000,3.011000,134.073006,44.870002,-4076.391194,3908.643186,
-9.732000,2.009000,3.068000,133.411006,45.491002,-4075.195194,3908.350186,
-9.806000,2.002000,3.068000,133.087006,44.899002,-4074.206194,3908.397186,
-9.879000,2.011000,3.036000,132.934006,44.604002,-4071.939193,3905.505186,
-9.727000,2.007000,3.104000,133.638006,45.339002,-4071.153193,3904.744185,
-9.839000,2.026000,3.089000,133.329006,45.566002,-4069.111193,3901.158185,
-9.750000,2.033000,3.056000,133.626006,45.274002,-4069.045193,3898.569185,
-9.601000,2.014000,3.060000,132.718006,45.100002,-4071.868193,3899.946185,
-9.868000,2.084000,3.094000,132.693006,44.889002,-4074.187194,3903.402185,
-9.791000,2.076000,3.010000,133.162006,45.089002,-4075.436194,3906.757186,
-9.789000,2.021000,3.109000,133.597006,45.008002,-4075.675194,3908.835186,
-9.693000,2.068000,3.097000,133.438006,44.648002,-4074.427194,3909.286186,
-9.675000,2.048000,3.077000,133.859006,44.951002,-4074.907194,3910.589186,
-9.393000,1.939000,3.130000,132.740006,43.754002,-4076.674194,3914.355186,
-10.050000,2.034000,3.097000,133.075006,43.813002,-4074.982194,3914.555186,
-9.825000,2.036000,3.029000,132.961006,45.052002,-4073.609193,3913.834186,
-9.884000,2.005000,3.260000,133.264006,44.748002,-4071.645193,3911.230186,
-9.835000,2.000000,3.050000,133.479006,44.640002,-4074.710194,3913.018186,
-9.838000,2.044000,3.080000,133.285006,44.876002,-4074.068194,3912.863186,
-9.734000,2.014000,3.099000,133.441006,45.220002,-4071.360193,3911.649186,
-9.856000,2.010000,3.167000,133.439006,45.024002,-4072.436193,3911.901186,
-9.887000,2.007000,3.139000,132.939006,44.279002,-4070.785193,3910.580186,
-9.875000,2.003000,3.125000,133.383006,44.476002,-4067.900193,3906.828186,
-9.750000,2.012000,3.215000,133.344006,44.852002,-4060.584193,3897.099185,
-9.965000,2.022000,3.168000,133.832006,44.574002,-4055.459193,3883.764184,
-9.874000,2.010000,3.118000,132.876006,44.700002,-4057.264193,3877.067184,
-9.812000,2.007000,3.079000,132.742006,44.519002,-4059.987193,3877.224184,
-9.862000,2.005000,3.184000,132.983006,44.577002,-4061.256193,3876.112184,
-9.796000,2.036000,3.252000,133.371006,44.943002,-4062.040193,3874.810184,
-9.811000,2.004000,3.186000,133.033006,44.492002,-4066.735193,3879.667184,
-9.898000,2.003000,3.045000,132.602006,45.187002,-4069.107193,3884.888185,
-9.784000,2.004000,3.167000,132.899006,44.651002,-4069.859193,3889.546185,
-9.813000,2.001000,3.311000,133.056006,44.196002,-4069.160193,3892.057185,
-9.818000,2.004000,3.200000,132.683006,44.560002,-4066.456193,3889.263185,
-9.784000,1.999000,3.024000,132.603006,44.971002,-4065.197193,3888.172185,
-9.751000,1.960000,3.021000,132.988006,45.086002,-4065.153193,3890.248185,
-9.755000,2.004000,3.143000,132.472006,44.875002,-4063.454193,3888.899185,
-9.559000,2.000000,3.173000,133.005006,44.630002,-4059.816193,3885.936185,
-9.725000,2.000000,3.164000,132.265006,45.074002,-4056.677193,3882.518184,
-9.693000,2.025000,3.089000,133.181006,44.526002,-4053.603193,3877.045184,
-9.851000,2.014000,3.068000,132.792006,44.961002,-4055.242193,3877.752184,
-9.917000,2.003000,3.062000,132.944006,44.793002,-4054.047193,3876.364184,
-9.879000,2.000000,3.060000,132.206006,44.936002,-4057.531193,3878.720184,
-9.901000,2.017000,3.089000,132.574006,45.054002,-4064.224193,3890.577185,
-9.840000,2.005000,3.159000,132.276006,45.180002,-4069.355193,3899.793185,
-9.925000,2.006000,3.162000,132.992006,44.729002,-4066.725193,3906.541186,
-9.923000,2.005000,3.252000,132.639006,45.011002,-4061.043193,3902.111185,
-9.841000,1.984000,3.098000,133.192006,45.091002,-4063.252193,3902.340185,
-9.906000,2.000000,3.059000,132.587006,44.637002,-4060.828193,3904.996185,
-9.840000,2.001000,3.133000,133.284006,45.261002,-4058.594193,3902.297185,
-9.864000,2.012000,3.054000,132.622006,44.577002,-4061.685193,3905.421185,
-9.705000,1.998000,3.131000,132.985006,45.499002,-4063.452193,3912.150186,
-9.737000,2.029000,3.186000,132.692006,44.944002,-4066.882193,3919.020186,
-9.858000,2.000000,3.187000,132.359006,45.183002,-4063.440193,3920.832186,
-9.804000,2.000000,3.286000,132.523006,44.065002,-4061.477193,3919.945186,
-9.792000,2.022000,3.107000,132.382006,44.925002,-4065.883193,3926.385186,
-9.859000,2.014000,3.380000,132.025006,44.984002,-4070.774193,3934.641187,
-9.914000,2.006000,3.426000,132.140006,44.459002,-4074.411194,3948.866188,
-9.865000,2.002000,3.196000,132.157006,44.690002,-4071.804193,3954.005188,
-9.802000,2.024000,3.292000,132.462006,45.267002,-4073.213193,3957.833188,
-9.837000,2.008000,3.115000,132.461006,45.344002,-4068.237193,3960.658188,
-9.909000,2.006000,3.108000,132.197006,44.566002,-4068.159193,3960.339188,
-9.771000,2.022000,3.249000,132.721006,44.704002,-4071.745193,3966.921188,
-9.848000,2.042000,3.095000,132.793006,44.649002,-4075.002194,3977.525189,
-9.746000,2.061000,3.185000,132.544006,44.894002,-4072.983193,3984.189189,
-9.580000,2.008000,3.276000,132.050006,44.704002,-4070.459193,3985.823189,
