1.002156,30.675104,
1.002155,30.626709,
1.002139,30.579510,
1.001617,30.547600,
1.001625,30.497513,
1.001649,30.447340,
1.001415,30.397913,
1.001382,30.333944,
1.001504,30.270697,
1.001317,30.218328,
1.002241,30.114084,
1.002255,30.099859,
1.002271,30.081518,
1.001771,30.074512,
1.001799,30.052515,
1.001780,30.039513,
1.001556,30.042915,
1.001549,30.042414,
1.001628,30.031128,
1.001475,30.023552,
1.002256,29.989880,
1.002241,29.993895,
1.002288,29.995665,
1.001753,30.014408,
1.001780,30.015373,
1.001774,30.017927,
1.001520,30.040073,
1.001529,30.062254,
1.001637,30.080427,
1.001474,30.099659,
