42.04000,0.00000,25.76457,0.04371,
42.06000,0.02000,25.77171,0.00714,
42.07000,0.01000,25.78990,0.01819,
42.07000,0.00000,25.72989,-0.06001,
42.07000,0.00000,25.78353,0.05364,
42.05000,-0.02000,25.77639,-0.00714,
42.02000,-0.03000,25.75838,-0.01801,
42.00000,-0.02000,25.85538,0.09700,
41.97000,-0.03000,25.86439,0.00902,
41.98000,0.01000,25.83296,-0.03143,
41.97000,-0.01000,25.78217,-0.05079,
41.93000,-0.04000,25.84640,0.06423,
41.91000,-0.02000,25.78381,-0.06259,
41.89000,-0.02000,25.78662,0.00280,
41.86000,-0.03000,25.79607,0.00946,
41.85000,-0.01000,25.77227,-0.02381,
41.78000,-0.07000,25.91141,0.13914,
41.78000,0.00000,26.29247,0.38106,
41.75000,-0.03000,26.35643,0.06397,
41.72000,-0.03000,26.17847,-0.17797,
41.72000,0.00000,26.09044,-0.08803,
41.67000,-0.05000,26.05736,-0.03308,
41.68000,0.01000,26.01842,-0.03894,
41.65000,-0.03000,26.02996,0.01155,
41.64000,-0.01000,26.09208,0.06212,
41.54000,-0.10000,25.97934,-0.11274,
41.50000,-0.04000,25.96420,-0.01514,
41.44000,-0.06000,26.01795,0.05375,
41.45000,0.01000,26.04088,0.02293,
41.44000,-0.01000,26.04695,0.00607,
41.40000,-0.04000,26.01722,-0.02973,
41.39000,-0.01000,26.08141,0.06419,
41.35000,-0.04000,26.11583,0.03442,
41.35000,0.00000,26.09155,-0.02427,
41.37000,0.02000,26.00168,-0.08987,
41.33000,-0.04000,26.01608,0.01439,
41.34000,0.01000,25.89459,-0.12148,
41.32000,-0.02000,25.85542,-0.03917,
41.31000,-0.01000,25.86187,0.00645,
41.31000,0.00000,25.87769,0.01582,
41.30000,-0.01000,25.79834,-0.07935,
41.32000,0.02000,25.74348,-0.05485,
41.27000,-0.05000,25.75674,0.01326,
41.28000,0.01000,25.77223,0.01549,
41.22000,-0.06000,25.69088,-0.08135,
41.22000,0.00000,25.71654,0.02566,
41.20000,-0.02000,25.82285,0.10630,
41.14000,-0.06000,25.73528,-0.08757,
41.11000,-0.03000,25.71063,-0.02464,
41.12000,0.01000,25.69254,-0.01809,
41.05000,-0.07000,25.59478,-0.09776,
41.04000,-0.01000,25.67274,0.07796,
41.02000,-0.02000,25.65748,-0.01526,
40.99000,-0.03000,25.75688,0.09940,
40.98000,-0.01000,25.68311,-0.07376,
41.00000,0.02000,25.71992,0.03681,
40.98000,-0.02000,25.77979,0.05987,
40.93000,-0.05000,25.79412,0.01433,
40.95000,0.02000,25.83865,0.04453,
40.94000,-0.01000,25.84649,0.00784,
40.93000,-0.01000,25.86174,0.01525,
40.91000,-0.02000,25.88416,0.02242,
40.88000,-0.03000,25.88548,0.00132,
40.87000,-0.01000,25.96627,0.08079,
40.87000,0.00000,26.05171,0.08544,
40.84000,-0.03000,26.06494,0.01323,
40.84000,0.00000,26.10418,0.03924,
40.83000,-0.01000,26.06238,-0.04180,
40.83000,0.00000,26.13837,0.07599,
40.94000,0.11000,26.23962,0.10124,
