-35.999092,0.224747,33.0800,
-36.037273,-0.038181,33.1500,
-36.127388,-0.090115,33.2300,
-36.258183,-0.130795,33.3000,
-36.258183,0.000000,33.3600,
-36.251820,0.006363,33.4200,
-36.242508,0.009312,33.4600,
-36.008175,0.234333,33.5000,
-36.321526,-0.313351,33.5500,
-36.193813,0.127712,33.5900,
-36.193813,0.000000,33.6100,
-35.973614,0.220200,33.6500,
-36.028183,-0.054569,33.6800,
-36.441818,-0.413635,33.7000,
-36.469517,-0.027699,33.7400,
-36.495003,-0.025486,33.7600,
-36.495003,0.000000,33.7900,
-36.446365,0.048637,33.8200,
-36.470482,-0.024117,33.8400,
-36.781109,-0.310627,33.8500,
-36.806538,-0.025429,33.8800,
-36.594913,0.211624,33.9000,
-36.594913,0.000000,33.9300,
-36.613079,-0.018166,33.9500,
-36.583637,0.029442,33.9700,
-36.908100,-0.324463,34.0000,
-36.393085,0.515015,34.0200,
-35.970001,0.423084,34.0300,
-35.970001,0.000000,34.0500,
-36.055504,-0.085503,34.0700,
-36.104450,-0.048946,34.0800,
-36.315456,-0.211006,34.1100,
-36.323021,-0.007565,34.1100,
-36.144547,0.178474,34.1400,
-36.144547,0.000000,34.1400,
-36.412727,-0.268181,34.1700,
-36.239090,0.173637,34.1800,
-36.469090,-0.230000,34.2100,
-36.320908,0.148182,34.2300,
-36.310909,0.009998,34.2400,
-36.310909,0.000000,34.2500,
-36.323635,-0.012726,34.2700,
-36.232517,0.091118,34.3000,
-36.374546,-0.142029,34.3100,
-36.193462,0.181084,34.3200,
-36.274296,-0.080833,34.3400,
-36.274296,0.000000,34.3600,
-36.242508,0.031788,34.3800,
-37.112728,-0.870220,34.4000,
-36.969090,0.143639,34.4200,
-36.306641,0.662449,34.4400,
-36.858181,-0.551540,34.4400,
-36.858181,0.000000,34.4600,
-36.673340,0.184841,34.4800,
-36.753635,-0.080296,34.4900,
-36.915455,-0.161819,34.5000,
-37.350319,-0.434864,34.5200,
-36.746593,0.603725,34.5100,
-36.746593,0.000000,34.5300,
-36.998180,-0.251587,34.5500,
-36.634876,0.363304,34.5600,
-36.603638,0.031239,34.5600,
-36.554546,0.049091,34.5700,
-36.706631,-0.152084,34.5900,
-36.706631,0.000000,34.6100,
-36.250683,0.455948,34.6300,
-36.043674,0.207008,34.6300,
-36.150002,-0.106327,34.6400,
-36.162876,-0.012875,34.6600,
-36.619999,-0.457123,34.6600,
-36.619999,0.000000,34.6900,
-36.225456,0.394543,34.7000,
-36.959053,-0.733597,34.7100,
-36.399635,0.559418,34.7200,
-36.638763,-0.239128,34.7300,
-36.518181,0.120583,34.7500,
-36.518181,0.000000,34.7400,
-37.224545,-0.706364,34.7400,
-36.628521,0.596024,34.7500,
-36.747952,-0.119431,34.7700,
-36.445049,0.302902,34.7700,
