-0.138000,0.265034,-0.000000000000,3.101352035551,-13.666345209381
0.273999,0.375278,0.049682349803,-0.884594749636,3.435029534446
0.040000,0.485588,0.017989782360,0.334360352160,-0.370064869669
0.842999,0.594440,0.095852500181,-1.594171177044,4.360932946328
0.375000,0.696682,0.011726849996,-0.056058051671,1.240985230541
0.513000,0.798607,-0.018774123871,0.386086547738,0.476437703675
0.808000,0.897598,-0.006450066827,0.237401536362,0.701272001738
0.945000,0.984882,-0.001739374879,0.188139848553,0.768068688130
0.372999,1.070950,-0.090894261857,1.011471609189,-0.243603793782
1.020000,1.143997,-0.057951005818,0.735420791109,0.069794972505
1.615999,1.214981,0.022327247858,0.119024356734,0.720406572730
2.033999,1.274700,0.100019420364,-0.437352547058,1.273951379773
2.059000,1.338680,0.129341542108,-0.633260654826,1.457553219255
1.875999,1.395061,0.106962348234,-0.492047368362,1.331623721714
2.040000,1.451557,0.090133785328,-0.391455722492,1.246065407814
2.311000,1.511238,0.086601000850,-0.371429564981,1.229805346983
1.997999,1.571602,0.029542908415,-0.063642840518,0.990502518718
2.184000,1.628796,-0.008432814522,0.132302828527,0.843926536281
2.839000,1.683598,0.014746227858,0.017519967594,0.926794982001
2.478000,1.738464,-0.021031744405,0.187773243240,0.808014594716
2.097000,1.789196,-0.096377176025,0.533630081902,0.574036054375
2.257000,1.840813,-0.148756600485,0.765597428583,0.421826261940
2.700999,1.894161,-0.158972355013,0.809245781063,0.394043954031
2.559000,1.945316,-0.189401314321,0.934995739581,0.316228892197
2.538000,1.999035,-0.224437566026,1.074962604548,0.232055176402
2.037000,2.048927,-0.301440524975,1.373301217619,0.057199293308
2.223000,2.101295,-0.352279169140,1.564189767941,-0.051778728834
2.688000,2.148743,-0.358837505556,1.588137854365,-0.065135620456
2.722000,2.200474,-0.366636868869,1.615782891650,-0.080176213211
2.120000,2.250244,-0.424385929924,1.814848667695,-0.185991962328
2.455999,2.293472,-0.447099840776,1.891285940217,-0.225817648675
2.724000,2.342487,-0.448583498626,1.896146313754,-0.228293912957
2.785999,2.387478,-0.447945376324,1.894105895289,-0.227275142297
2.828000,2.432373,-0.446998886888,1.891150830316,-0.225828780329
2.502999,2.478199,-0.471245794218,1.965063213689,-0.261289476562
2.761000,2.522160,-0.475446175951,1.977581782648,-0.267183221924
2.913000,2.565331,-0.470543673026,1.963286234341,-0.260574875372
2.941999,2.602592,-0.466172933425,1.950778521130,-0.254883437861
